true,pred,probs,n_preds,entropy,alleotoric_entropy,info_gain
6,6,0.9998503,1,0.0016189966,0.0013465134,0.00027248322
1,8,0.4236742,3,1.279513,0.72049606,0.55901694
13,13,0.9995657,1,0.0044324924,0.0037458981,0.0006865943
24,24,0.9764878,1,0.16784841,0.13454273,0.033305675
29,2,0.34571818,7,2.1202424,1.0945902,1.0256522
2,2,0.9833011,1,0.08617298,0.051520396,0.034652587
24,24,0.83042413,2,0.53001213,0.14302889,0.38698325
3,3,0.6904593,2,0.8775775,0.5685759,0.30900156
32,32,0.8527975,2,0.57364625,0.25285962,0.32078663
3,24,0.886919,1,0.4066083,0.2791932,0.12741512
13,13,0.9997298,1,0.0027682972,0.0023310753,0.00043722196
4,4,0.9999588,1,0.0004983953,0.00042631975,7.207555e-05
32,32,0.99653417,1,0.0293192,0.023037735,0.0062814653
26,4,0.5903308,2,1.1692849,0.7931979,0.37608707
24,24,0.9997284,1,0.0031088784,0.0026207292,0.00048814924
36,36,0.9960515,1,0.031248225,0.024636513,0.0066117123
25,6,0.9995646,1,0.004262423,0.0034908094,0.0007716138
25,25,0.992207,1,0.060306977,0.049500134,0.010806844
3,4,0.44366,3,1.3023206,0.6856316,0.616689
5,28,0.98077023,1,0.13015369,0.10113394,0.029019743
24,24,0.9618694,1,0.16329633,0.10330628,0.05999005
32,19,0.6242364,3,1.2601606,0.73658,0.52358055
4,4,0.994693,1,0.037831184,0.030248815,0.0075823683
2,2,0.98840964,1,0.08476642,0.060941197,0.02382522
29,29,0.9954905,1,0.03593713,0.027421042,0.008516088
28,28,0.9999998,1,4.7586714e-06,4.2145675e-06,5.4410384e-07
2,2,0.6874961,3,1.2946004,0.81440324,0.48019713
21,21,0.9932389,1,0.05610502,0.045081723,0.011023298
4,4,0.9999342,1,0.00075049815,0.0006364434,0.00011405477
4,4,0.9995018,1,0.005105174,0.004125534,0.00097964
6,6,0.99232715,1,0.053514738,0.04040249,0.013112247
13,13,0.99565524,1,0.033359665,0.025594676,0.0077649895
28,28,0.9994113,1,0.0065366,0.0055657015,0.00097089866
28,28,1.0,1,6.490155e-07,6.134631e-07,3.5552375e-08
26,22,0.41836974,4,2.1600559,1.6155756,0.5444803
8,4,0.63997304,3,0.99789536,0.40931192,0.58858347
8,8,0.54600054,3,0.9300386,0.5419613,0.38807726
19,19,0.9999658,1,0.00043203955,0.00037400494,5.803461e-05
4,4,0.9984519,1,0.0139546,0.011837969,0.0021166317
12,12,0.9311256,1,0.35716507,0.23782524,0.11933982
28,28,0.99999994,1,1.9096694e-06,1.7576465e-06,1.5202295e-07
2,2,0.8297853,2,0.47614422,0.2634018,0.21274242
28,8,0.48936397,4,1.7062305,0.80550873,0.9007218
2,2,0.9780329,1,0.121646754,0.07414384,0.047502913
6,2,0.59159863,4,1.2232739,0.6185576,0.6047163
24,24,0.7805099,2,0.9289184,0.56126356,0.36765486
2,2,0.9999959,1,5.848491e-05,5.083988e-05,7.645031e-06
24,24,0.98625815,1,0.09546046,0.07534409,0.020116366
24,24,0.79878104,2,0.63780266,0.3029978,0.33480486
13,4,0.6342337,2,1.061206,0.52623427,0.5349717
37,37,0.99032176,1,0.07084133,0.059333164,0.011508163
11,11,0.9996312,1,0.0041412264,0.0035095904,0.000631636
24,24,0.9989029,1,0.01075721,0.009035921,0.001721289
24,24,0.99983805,1,0.0017215413,0.0014352923,0.00028624898
1,1,0.53594315,4,1.4015692,0.49677867,0.9047906
32,32,0.95060796,1,0.26188195,0.1868451,0.07503685
36,36,0.8125656,2,0.82857597,0.4211553,0.40742067
15,22,0.39455158,3,1.646955,0.8989544,0.7480006
2,2,0.9145554,2,0.32939637,0.14712906,0.18226731
24,24,0.99069643,1,0.053211257,0.03938851,0.0138227455
26,26,0.9909157,1,0.06491544,0.04796614,0.0169493
24,24,0.83169204,2,0.51252985,0.30394363,0.20858622
33,32,0.5275399,4,2.0272734,1.4824364,0.544837
8,4,0.5198948,3,1.5180321,0.95790815,0.5601239
13,15,0.6967185,3,1.1392747,0.6758865,0.4633882
28,28,0.9981856,1,0.017339285,0.0142309265,0.003108359
32,32,0.7812175,2,0.8013183,0.5797204,0.22159791
4,4,0.9956109,1,0.038783453,0.032139443,0.0066440105
1,1,0.99997276,1,0.00036733545,0.00032023696,4.7098496e-05
13,13,0.27346084,5,1.8508189,0.98600054,0.86481833
2,2,1.0,1,2.98033e-07,2.7989614e-07,1.813686e-08
33,12,0.6150639,3,0.915779,0.50344634,0.41233265
24,24,0.9999552,1,0.0005751055,0.0004938659,8.123956e-05
11,11,0.9852419,1,0.08383579,0.060148973,0.023686815
28,28,0.45509034,4,1.9097183,0.97731555,0.93240273
13,36,0.61567163,2,1.3148925,1.177029,0.13786352
2,2,0.999626,1,0.0042619086,0.0035701264,0.0006917822
2,2,0.9930134,1,0.052690573,0.03703896,0.015651613
15,24,0.999165,1,0.007922896,0.006283394,0.0016395021
25,25,0.778689,3,0.81178445,0.40477782,0.40700662
4,4,0.9994585,1,0.0055797994,0.0047936253,0.0007861741
26,24,0.9216176,1,0.4059742,0.31195584,0.09401837
29,29,0.9545472,1,0.27263215,0.19710484,0.07552731
29,29,0.9863421,1,0.10206582,0.079945795,0.022120021
24,24,0.99985164,1,0.0016378924,0.0013768655,0.0002610269
2,2,0.9905098,1,0.07316794,0.056646235,0.016521707
24,24,0.9999241,1,0.0008785743,0.00073363684,0.00014493748
15,1,0.4011593,3,1.1054596,0.45284218,0.6526174
26,26,0.99797994,1,0.015558068,0.012226129,0.0033319388
24,24,0.91253996,2,0.33664507,0.13135344,0.20529163
4,4,0.99994034,1,0.00070867786,0.0006113818,9.7296084e-05
8,8,0.46735546,3,1.4231704,0.8102597,0.61291075
24,24,0.98280233,1,0.11652018,0.079410665,0.037109517
24,24,0.6081643,2,0.9836563,0.62468624,0.35897005
29,29,0.9999978,1,3.36558e-05,2.9325052e-05,4.330748e-06
4,4,0.5130202,3,1.0353086,0.38340563,0.651903
2,2,0.9999282,1,0.0008817872,0.0007510701,0.00013071712
2,2,0.9960262,1,0.03272763,0.027453626,0.0052740034
24,24,0.9969015,1,0.026134228,0.019702567,0.0064316615
2,2,0.7478234,3,0.8708594,0.35126853,0.51959085
4,4,0.9958275,1,0.031327914,0.02610302,0.0052248947
24,24,0.71694314,3,1.1416967,0.5700236,0.5716731
2,2,0.99996465,1,0.00041769934,0.0003572718,6.0427526e-05
4,4,0.97188723,1,0.17494988,0.13189913,0.04305075
34,34,0.9704593,1,0.15301326,0.107186005,0.045827255
24,24,0.9992653,1,0.0076125944,0.0063763084,0.001236286
4,4,0.92769575,1,0.38864136,0.2824578,0.10618356
24,24,0.7492077,2,0.7737138,0.4439858,0.32972804
4,4,0.99987966,1,0.0012879075,0.0010925116,0.0001953959
26,26,0.94738054,1,0.27081013,0.21481979,0.05599034
8,8,0.9319052,1,0.37747303,0.29044995,0.08702308
28,28,0.9983768,1,0.016549952,0.0140674915,0.0024824608
25,2,0.6039769,3,1.7030557,1.1345639,0.5684918
4,4,0.996044,1,0.030619418,0.022784658,0.0078347605
4,4,0.99999326,1,9.42161e-05,8.2101e-05,1.2115095e-05
26,24,0.61090416,2,0.74795383,0.5173056,0.23064822
26,26,0.99351996,1,0.04823196,0.037427038,0.010804921
24,24,0.973392,1,0.1447942,0.10920731,0.035586886
36,36,0.98763865,1,0.08167399,0.06689202,0.014781967
24,24,0.999986,1,0.0001917675,0.00016793488,2.3832617e-05
25,25,0.99941224,1,0.005477487,0.0045876238,0.00088986335
2,2,0.99995655,1,0.00051863707,0.00045216913,6.646794e-05
11,11,0.9999895,1,0.00015399409,0.00013310992,2.0884167e-05
6,6,0.8309674,2,0.6938532,0.4941364,0.1997168
24,24,0.99996233,1,0.00046198716,0.0003928537,6.913347e-05
1,8,0.41895786,3,1.6326855,1.1851455,0.44754004
2,2,0.99943477,1,0.005256377,0.003971684,0.0012846934
29,1,0.5613689,3,1.0574065,0.48410636,0.5733002
32,32,0.9993998,1,0.005402148,0.0043172464,0.0010849014
8,8,0.43562108,2,1.3507154,1.0104653,0.34025013
4,4,0.9864193,1,0.096109554,0.07530671,0.02080284
24,24,0.62390393,3,1.1850352,0.64657676,0.53845847
24,24,0.8284052,2,0.64990747,0.3640599,0.28584757
8,8,0.99736255,1,0.020242875,0.0162828,0.003960075
13,13,0.99996704,1,0.00041610244,0.00035663805,5.9464393e-05
4,4,0.99989337,1,0.0011029887,0.0009303785,0.00017261022
4,4,0.50917506,5,1.7287477,0.8859638,0.8427839
6,6,0.9999305,1,0.00080500136,0.0006579672,0.00014703418
24,24,0.98022443,1,0.14021479,0.11023645,0.029978335
2,2,0.99999964,1,6.7741616e-06,5.9142762e-06,8.598854e-07
26,26,0.9978507,1,0.018097032,0.014382998,0.0037140334
24,24,0.9977619,1,0.019741757,0.016010964,0.0037307926
24,24,0.9752299,1,0.15840867,0.12490034,0.03350833
2,2,0.99999994,1,2.0532223e-06,1.8575054e-06,1.957169e-07
26,26,0.6561048,3,0.9710809,0.53388065,0.43720025
25,32,0.28445944,5,2.0077157,1.1131608,0.89455485
2,2,0.69358015,2,1.0594689,0.8408351,0.21863377
4,4,0.9952308,1,0.030450625,0.02167227,0.008778356
32,32,0.69060796,2,1.4343692,1.0708935,0.36347568
26,2,0.3590247,4,2.0600421,1.5002491,0.559793
1,1,0.99938864,1,0.0058812853,0.0045445706,0.0013367147
19,19,0.9998364,1,0.0017296416,0.0013915014,0.00033814018
26,26,0.9212017,1,0.38804764,0.27257082,0.11547682
2,8,0.19684534,4,2.6650605,2.1011634,0.56389713
16,32,0.54761493,2,0.78837556,0.36726874,0.42110682
19,24,0.33249098,4,1.9190757,1.4802995,0.43877625
32,32,0.99480975,1,0.043151382,0.034976266,0.008175116
32,25,0.87922174,2,0.37230584,0.118104555,0.2542013
8,8,0.8233308,2,0.56057066,0.2551935,0.30537716
32,32,0.8734924,1,0.5058409,0.40415567,0.101685226
11,31,0.3240363,4,1.7471242,0.949522,0.7976022
10,32,0.49619007,3,1.7529538,1.2350298,0.51792395
28,28,0.99919766,1,0.008395411,0.0070902794,0.0013051317
19,19,0.9999941,1,8.462157e-05,7.3122195e-05,1.14993745e-05
34,24,0.6436132,2,0.7783484,0.34005064,0.43829775
19,28,0.68755704,2,1.199786,0.81331956,0.38646638
2,2,0.9821356,1,0.1282358,0.09973689,0.02849891
32,5,0.78217506,2,0.98928756,0.65684336,0.3324442
4,4,0.9998483,1,0.0015610361,0.0013098177,0.00025121844
15,15,0.85336316,2,0.6359934,0.31597713,0.3200163
4,4,0.9999223,1,0.0008615203,0.00074806507,0.00011345523
29,29,0.9998706,1,0.0015938597,0.0013794046,0.00021445518
8,2,0.8672064,1,0.51520425,0.42460257,0.09060168
25,6,0.9984388,1,0.011877775,0.0091740955,0.0027036797
19,19,0.9997081,1,0.0032032076,0.002692305,0.0005109026
2,2,0.97502154,1,0.12924625,0.092334956,0.036911294
24,24,0.999983,1,0.0002281176,0.0001911098,3.7007805e-05
17,27,0.9791746,1,0.12462581,0.08180933,0.042816482
4,4,0.61583537,3,0.89322543,0.21468604,0.6785394
28,28,0.9999966,1,5.3771557e-05,4.7743153e-05,6.0284037e-06
25,24,0.9889013,1,0.078589134,0.06271344,0.015875697
4,24,0.55236334,3,1.0833964,0.33372766,0.7496688
4,4,0.9930975,1,0.045319665,0.037649665,0.00767
26,24,0.50668836,2,0.76931864,0.39052254,0.3787961
24,32,0.5357524,2,1.1021556,0.7831534,0.31900215
16,25,0.75063103,2,0.72879064,0.4042066,0.32458404
2,2,0.99905604,1,0.008861718,0.0072634616,0.0015982562
4,4,0.9999636,1,0.00047842856,0.00040726626,7.11623e-05
13,13,0.9997967,1,0.002174426,0.001766867,0.0004075591
2,2,1.0,1,4.1251985e-07,3.905016e-07,2.2018241e-08
25,25,0.40936598,3,1.4490914,0.9108297,0.5382617
17,28,0.51890737,3,1.8077452,1.1072441,0.7005011
25,2,0.5810001,2,0.74409604,0.37081397,0.37328207
28,28,0.92272395,1,0.29469028,0.15993011,0.13476017
4,4,0.93279535,1,0.29015875,0.19469059,0.09546816
4,4,0.8067015,2,0.67810166,0.46483153,0.21327013
3,3,0.5555835,3,1.2765322,0.76199687,0.5145353
24,24,0.9971197,1,0.022759723,0.018822107,0.003937615
6,6,0.95942634,1,0.17012425,0.12058325,0.049540997
2,32,0.562375,4,1.4990402,0.66704583,0.8319944
2,2,0.7446268,2,0.69232726,0.23705828,0.45526898
1,1,1.0,1,2.2242915e-08,2.0315019e-08,1.927896e-09
4,4,0.9999413,1,0.00071978633,0.0006438706,7.591571e-05
28,26,0.99683565,1,0.027327804,0.021934245,0.005393559
28,28,0.5955224,3,1.1736834,0.6732485,0.5004349
13,13,0.99897367,1,0.008843249,0.0069817463,0.0018615024
28,28,0.8415451,2,0.61207676,0.20171328,0.4103635
6,6,0.934741,1,0.24629763,0.12923372,0.11706391
15,15,0.9958276,1,0.029816706,0.022955665,0.0068610404
36,19,0.7254551,2,0.626633,0.35570806,0.27092493
36,36,0.34554794,4,1.4420632,0.7352544,0.7068088
24,24,0.9999117,1,0.0010120551,0.0008510553,0.00016099977
25,25,0.9996748,1,0.0030811955,0.0024299435,0.000651252
2,2,0.9298361,2,0.25421605,0.06302643,0.19118962
4,4,0.9999973,1,4.1936495e-05,3.7169404e-05,4.767091e-06
19,2,0.6076941,3,1.2809511,0.7370127,0.54393846
28,28,0.9989117,1,0.009161238,0.0077663334,0.0013949042
36,36,0.6647958,2,1.0185285,0.57922137,0.4393071
19,19,0.9999992,1,1.1343891e-05,9.966161e-06,1.3777299e-06
1,1,0.97259504,1,0.19190921,0.15095653,0.040952682
13,27,0.4527869,2,1.1879199,0.64363074,0.5442891
34,34,0.67352736,2,0.94766504,0.4771978,0.47046724
8,8,0.6560046,3,1.1192932,0.73173445,0.38755876
4,4,0.7201436,3,0.9073364,0.25142282,0.6559136
26,29,0.26787668,7,2.3898914,1.713212,0.6766794
32,32,0.82714075,1,0.8656653,0.5340669,0.3315984
36,36,0.9955479,1,0.034582473,0.026624024,0.007958449
26,26,0.581443,3,1.1577032,0.59151083,0.5661923
22,22,0.44006887,2,1.2686038,0.71936405,0.54923975
4,4,0.9456069,2,0.21140435,0.07209773,0.13930662
32,32,0.67810416,4,1.244728,0.6808609,0.5638671
6,6,0.9996662,1,0.0034156567,0.0028838897,0.00053176703
5,2,0.45352697,4,1.4951627,0.90967715,0.5854856
2,2,0.6635955,2,0.71481794,0.44480047,0.27001747
24,26,0.9713874,1,0.20073745,0.16249923,0.038238212
29,28,0.9551156,1,0.27823278,0.22100759,0.057225198
24,24,0.9997651,1,0.0025599136,0.0020826512,0.0004772623
2,2,0.9966013,1,0.027590567,0.022313502,0.0052770656
4,4,0.99739075,1,0.018688312,0.014519575,0.0041687367
6,6,0.5696809,2,1.073379,0.59125596,0.48212308
4,4,0.9990447,1,0.00910077,0.007057658,0.0020431117
32,8,0.7605376,3,0.9110766,0.41757885,0.49349776
6,25,0.9726788,1,0.16324079,0.13347659,0.029764205
25,25,0.9949441,1,0.03187699,0.02282249,0.009054499
29,24,0.42585483,3,1.1792353,0.3917053,0.78753006
26,26,0.42351133,3,1.2001728,0.6810941,0.5190787
2,2,0.9997821,1,0.0024133925,0.0020332416,0.00038015097
4,4,0.9999785,1,0.00026607138,0.00023339332,3.2678057e-05
14,14,0.9793731,1,0.14168935,0.10823928,0.033450067
32,32,0.4675857,4,1.7919441,1.0941727,0.69777143
19,19,0.99947643,1,0.005061982,0.0042191143,0.0008428679
1,1,0.9894702,1,0.08129297,0.06542764,0.015865333
18,13,0.2960089,5,2.12191,1.4426934,0.67921674
2,2,0.24843565,5,2.4912775,1.6086849,0.88259256
4,4,0.9826204,1,0.12353329,0.09834693,0.02518636
36,36,0.631053,2,1.2787699,1.1389928,0.13977706
4,6,0.9350861,1,0.25206512,0.17258267,0.07948245
16,24,0.51375115,4,1.2220979,0.5514999,0.670598
28,28,0.99968415,1,0.0033107875,0.0027455203,0.00056526717
36,19,0.56569606,2,1.1637491,0.8880297,0.2757194
4,4,0.9990137,1,0.00862331,0.0070557436,0.0015675668
32,32,0.4294923,3,1.4881781,0.6692666,0.81891155
4,25,0.6047465,2,1.442369,1.0577255,0.38464344
36,36,0.9511986,1,0.27396393,0.20973542,0.064228505
13,13,0.9982277,1,0.0141278375,0.011032876,0.0030949619
2,2,0.99999505,1,7.2231844e-05,6.1071085e-05,1.1160759e-05
24,24,0.9996967,1,0.0032817426,0.0027374753,0.00054426724
6,6,0.82495207,3,0.59948504,0.22783962,0.37164542
4,4,0.9999799,1,0.00026633812,0.00023831015,2.8027964e-05
26,2,0.2917288,4,2.2986593,1.4978069,0.8008524
2,2,0.99999726,1,4.402656e-05,3.8742386e-05,5.284175e-06
3,26,0.95925677,1,0.22279449,0.14556184,0.077232644
19,19,0.9999992,1,1.3434713e-05,1.2009118e-05,1.4255947e-06
4,4,0.94067794,1,0.28448373,0.15654638,0.12793735
9,2,0.40906134,5,1.9193827,1.1384588,0.78092384
36,36,0.9683453,1,0.2268938,0.17544222,0.05145158
28,28,0.99935836,1,0.0053946087,0.00455993,0.00083467877
28,28,0.9997805,1,0.0023503131,0.0019558761,0.000394437
24,24,0.907659,2,0.33332688,0.1161683,0.21715859
4,4,0.9999998,1,3.3176464e-06,2.9824498e-06,3.3519655e-07
34,24,0.6348288,2,0.81940824,0.38438666,0.43502158
13,25,0.2739792,5,2.2455037,1.413794,0.8317096
25,25,0.519957,3,1.1194783,0.37988704,0.7395913
1,5,0.72953165,3,1.0165236,0.64883256,0.36769104
1,1,0.99999297,1,9.8487304e-05,8.720626e-05,1.1281045e-05
6,6,0.86421835,2,0.4836733,0.17276569,0.3109076
1,1,0.9988615,1,0.010104109,0.00807591,0.002028199
2,2,0.7660622,2,0.94867694,0.55791724,0.3907597
12,12,0.99710447,1,0.024222393,0.02010252,0.004119873
4,4,0.9847242,1,0.08303863,0.06690802,0.016130611
26,26,0.7934809,2,0.6937833,0.4023231,0.2914602
25,2,0.9767845,1,0.14049678,0.10509618,0.03540059
2,2,0.9910634,1,0.059748095,0.039562773,0.020185322
36,36,0.97270435,1,0.15657753,0.11081042,0.045767106
24,24,0.9999882,1,0.00015508373,0.00012848855,2.6595182e-05
4,4,0.99999666,1,4.875946e-05,4.4474567e-05,4.2848915e-06
32,2,0.9595667,1,0.23012502,0.16656144,0.063563585
6,6,0.53754514,3,1.225771,0.45607018,0.76970077
25,25,0.72868204,2,1.1450623,0.7887701,0.35629225
25,6,0.47681054,3,0.98518384,0.57227695,0.4129069
24,24,0.9970444,1,0.024555102,0.019941851,0.0046132505
2,2,0.5417345,4,1.4711994,0.57666713,0.89453226
34,34,0.5875482,2,0.7472013,0.29676235,0.45043898
19,19,0.76750565,2,0.7733767,0.38879114,0.38458556
6,6,0.99797434,1,0.014591117,0.01024514,0.0043459777
4,28,0.5205164,3,1.2119282,0.5556148,0.6563134
26,26,0.99360466,1,0.045669667,0.032374926,0.0132947415
24,24,0.74617004,3,0.94555616,0.5182846,0.42727154
24,24,0.9934711,1,0.0497438,0.03845439,0.01128941
4,4,0.99999297,1,9.993349e-05,8.581334e-05,1.4120145e-05
2,2,0.9999997,1,5.3717604e-06,4.6739337e-06,6.9782664e-07
5,15,0.525855,3,1.1764028,0.34911314,0.8272897
26,26,0.8526813,2,0.52015483,0.38285574,0.13729909
13,13,0.9695922,1,0.16530341,0.12828304,0.03702037
2,2,0.5978524,2,0.73267037,0.37585586,0.3568145
26,26,0.9934783,1,0.050136514,0.040306665,0.009829849
29,29,0.99982065,1,0.0020900758,0.0018076816,0.00028239412
8,4,0.6101441,2,0.8363968,0.42775387,0.40864295
4,4,0.9997905,1,0.0023030064,0.0019248482,0.00037815818
32,30,0.35612836,3,1.7313249,1.1948913,0.5364336
16,32,0.557692,4,1.6052941,1.1846763,0.42061782
4,4,0.9999897,1,0.00014211347,0.00012568042,1.6433041e-05
4,4,0.99982876,1,0.0018095461,0.0015392855,0.0002702606
15,24,0.8511821,2,0.530858,0.22102809,0.3098299
28,28,0.99979305,1,0.0025260495,0.0022187836,0.0003072659
2,2,0.99924034,1,0.007047524,0.0057336427,0.0013138815
2,2,0.99998933,1,0.00015375651,0.00013476367,1.899284e-05
2,2,0.9999968,1,4.7297413e-05,4.0917304e-05,6.380109e-06
8,26,0.9892284,1,0.080028355,0.06601458,0.014013775
5,5,0.83938324,2,0.59610623,0.209095,0.38701123
24,24,0.999955,1,0.0005395717,0.00044417856,9.539313e-05
11,11,0.99295753,1,0.044274796,0.028190816,0.01608398
24,6,0.44143772,3,1.3581595,0.67692024,0.6812393
26,26,0.9940497,1,0.045702264,0.03595334,0.0097489245
32,32,0.28421894,5,2.1566093,1.2951491,0.8614602
24,24,0.9995336,1,0.0045863134,0.003825841,0.0007604724
32,34,0.6127563,2,1.112375,0.5827168,0.5296582
28,28,0.8522391,2,0.6040343,0.25547737,0.34855694
23,23,0.96204644,1,0.2071952,0.16843806,0.03875713
32,32,0.98122084,1,0.10125652,0.060504705,0.040751815
4,4,0.9916587,1,0.05113626,0.03465399,0.016482268
28,28,0.9999677,1,0.0004324238,0.00037103824,6.138557e-05
24,24,0.9924105,1,0.05348583,0.03890416,0.014581669
28,28,0.99891514,1,0.010849873,0.00913153,0.0017183423
11,11,0.8544321,2,0.4563608,0.18183044,0.27453035
2,2,0.99752045,1,0.021441473,0.016350122,0.0050913505
8,8,0.79049486,3,0.7517716,0.14159352,0.6101781
24,24,0.9990395,1,0.00876163,0.007185608,0.0015760222
25,25,0.9146406,1,0.36872324,0.26076967,0.10795358
4,4,0.9999531,1,0.0005699024,0.00047454075,9.536167e-05
13,13,0.9999493,1,0.0006279993,0.0005482923,7.970701e-05
24,24,0.9886265,1,0.07484599,0.055546403,0.01929959
4,4,0.9996872,1,0.0032305475,0.0027302154,0.0005003321
2,2,1.0,1,2.5372944e-07,2.3293504e-07,2.0794403e-08
13,13,0.99123746,1,0.066827536,0.05241981,0.014407724
2,2,0.93186206,1,0.31199628,0.21753581,0.09446047
24,24,0.99986976,1,0.0014725163,0.0012842941,0.00018822227
29,29,0.91778034,1,0.4487779,0.33147067,0.117307246
28,28,1.0,1,1.1459584e-06,1.0932723e-06,5.268612e-08
36,36,0.77189714,2,0.71600544,0.39986342,0.31614202
1,1,0.9999983,1,2.6852053e-05,2.359089e-05,3.2611624e-06
24,24,0.8685903,2,0.49344474,0.29170853,0.20173621
2,2,0.9995262,1,0.004494687,0.0035939235,0.00090076355
6,6,0.9245809,1,0.33169934,0.20718625,0.12451309
13,13,0.84217227,2,0.5704422,0.1792036,0.3912386
14,15,0.7189412,2,0.82068396,0.41091427,0.40976968
6,6,0.99968976,1,0.002871735,0.002363433,0.0005083021
3,36,0.5475053,2,1.0776447,0.6215003,0.4561444
2,2,0.8982534,2,0.36536214,0.04129972,0.3240624
34,34,0.99809474,1,0.014572999,0.010279869,0.0042931307
2,2,1.0,1,6.998675e-07,6.7090434e-07,2.8963143e-08
24,2,0.4096078,2,1.4864761,1.154699,0.3317771
32,32,0.28493708,5,2.2367215,1.3385408,0.8981807
4,4,0.9999401,1,0.00069096434,0.00059596787,9.4996474e-05
4,4,0.56511927,2,0.7752296,0.36774915,0.40748042
18,32,0.619146,2,1.3403922,0.7677609,0.57263136
4,4,0.68905103,4,1.3218786,0.7657541,0.55612445
34,34,0.57984734,2,0.6810207,0.24559903,0.43542165
4,4,0.9996147,1,0.0039277337,0.0033865138,0.00054121995
11,11,0.9478707,1,0.2989378,0.2322326,0.0667052
2,2,0.8246561,1,0.7414475,0.61929506,0.12215245
4,4,0.9987677,1,0.0104794195,0.007870681,0.0026087388
2,2,0.999982,1,0.00025855072,0.0002268162,3.173451e-05
24,24,0.9998978,1,0.0011810684,0.0009787666,0.00020230177
13,13,0.9528282,1,0.26130638,0.18964623,0.071660146
10,24,0.6294266,3,1.4571362,0.94363785,0.5134983
32,32,0.8487753,2,0.6879235,0.38932684,0.29859665
6,6,0.9227627,2,0.29650402,0.17262147,0.12388255
4,4,0.999963,1,0.00042806345,0.00037542667,5.263678e-05
4,4,0.9999857,1,0.00017582167,0.00015223623,2.3585439e-05
13,13,0.9999962,1,5.5055785e-05,4.8158356e-05,6.8974296e-06
28,28,0.9998414,1,0.0019444718,0.0016908702,0.0002536017
13,13,0.7490012,2,0.5863507,0.30309483,0.28325585
3,28,0.57911986,3,1.1226174,0.50001895,0.6225984
2,2,0.994524,1,0.04382157,0.03179941,0.01202216
14,14,0.92984885,1,0.35775852,0.2203546,0.13740392
6,25,0.80611956,2,0.5298904,0.32395384,0.20593658
20,20,0.48902854,3,1.5785159,1.0654587,0.51305723
13,13,0.99999106,1,0.0001301352,0.000112439484,1.7695718e-05
8,8,0.77505136,1,1.0954807,0.8753854,0.22009528
19,19,1.0,1,1.7649617e-07,1.6134776e-07,1.5148416e-08
6,6,0.4214863,3,1.1330965,0.5492264,0.58387005
13,13,0.99263966,1,0.05324927,0.041145854,0.012103416
26,26,0.9980977,1,0.017184056,0.013572432,0.0036116242
34,24,0.37533265,4,1.4977207,0.6595861,0.83813465
24,24,0.94033617,1,0.33492136,0.22059938,0.11432198
26,26,0.99742824,1,0.019913362,0.015087469,0.004825894
6,6,0.76576656,2,0.64049214,0.36612025,0.2743719
1,1,0.41799077,3,1.4329531,0.82034904,0.6126041
24,2,0.46959743,3,0.9878342,0.18646316,0.80137104
26,26,0.88868344,2,0.4423513,0.28044826,0.16190305
36,36,0.9984671,1,0.012251433,0.010896994,0.0013544392
8,4,0.99999446,1,7.3443516e-05,6.0877297e-05,1.2566219e-05
25,2,0.63606685,3,1.2006252,0.71552503,0.48510015
25,25,0.9479434,1,0.27392063,0.20055325,0.07336737
11,11,0.9994034,1,0.0065218033,0.0055317674,0.000990036
24,24,0.9999801,1,0.00025311043,0.00020868024,4.4430184e-05
30,30,0.99841374,1,0.012519028,0.010849557,0.0016694712
2,2,0.9999998,1,2.8332822e-06,2.5186416e-06,3.146406e-07
6,6,0.73687714,3,0.81999505,0.30648103,0.51351404
10,27,0.99433273,1,0.040293243,0.032901976,0.0073912665
26,26,0.92162603,2,0.28086972,0.07833042,0.2025393
24,26,0.7191482,2,0.9579125,0.6016583,0.35625422
24,24,0.9369834,1,0.2996935,0.17646438,0.123229116
1,1,0.993766,1,0.040321466,0.026831586,0.01348988
1,24,0.45877504,3,1.1749617,0.62178653,0.55317515
13,13,0.99998057,1,0.00027844726,0.00024266724,3.5780016e-05
28,28,0.9999693,1,0.00043313933,0.00038341837,4.9720955e-05
3,3,0.997266,1,0.022137294,0.018326249,0.0038110446
28,28,0.9999857,1,0.00021966777,0.00019410191,2.5565852e-05
4,4,0.99895936,1,0.008486205,0.0071588173,0.0013273875
28,28,0.9999981,1,3.1209893e-05,2.7579914e-05,3.629979e-06
21,32,0.5329177,3,1.8022923,1.3085562,0.49373615
2,2,0.9970989,1,0.024518285,0.019416455,0.00510183
19,19,0.9982015,1,0.014365265,0.011824163,0.0025411025
4,4,0.99988383,1,0.0013366267,0.0011166695,0.0002199572
24,24,0.99996436,1,0.00047231308,0.00040648057,6.5832515e-05
32,32,0.5079127,4,1.3986747,0.63105845,0.7676163
35,15,0.6424331,4,1.2240797,0.5923204,0.63175935
6,6,0.99908555,1,0.008754281,0.0071375268,0.0016167546
3,14,0.6954251,3,0.8975826,0.41545582,0.48212677
24,24,0.99739593,1,0.024203012,0.01990324,0.004299771
24,24,0.90431976,1,0.39081895,0.23840971,0.15240924
28,28,0.9613642,1,0.2273264,0.1787368,0.048589587
24,24,0.9332978,1,0.39193732,0.2834189,0.10851842
4,4,0.9993395,1,0.006148886,0.005208926,0.0009399601
8,8,0.4769952,3,2.0245855,1.5207133,0.50387216
